Candidate ID Number,Position Title,Department,Furthest Recruiting Stage Reached,Date of Application,Application Source,Highest Degree,Years of Experience,Candidate Type
929211,Associate Product Manager,Product,New Application,1/9/18,Website,PhD,1,Campus
930497,Associate Relationship Manager,Sales,New Application,3/28/18,Campus Job Board,Bachelors,0,Campus
931784,Associate Software Developer,Engineering,New Application,10/12/17,Career Fair,Bachelors,0,Campus
933072,Finance Manager,Finance,New Application,3/26/18,Website,Bachelors,4,Experienced
934361,Associate Relationship Manager,Sales,In-House Interview,2/15/18,Website,Bachelors,0,Campus
935651,Associate Product Manager,Product,New Application,2/21/17,Campus Job Board,Bachelors,0,Campus
936942,Business Operations Manager,Operations,New Application,6/10/16,Agency,Bachelors,6,Experienced
938234,Associate Product Manager,Product,New Application,11/17/18,Career Fair,Bachelors,0,Campus
939527,IT Analyst,IT,New Application,9/19/17,Campus Job Board,Masters,0,Campus
940821,Associate Relationship Manager,Sales,New Application,10/7/18,Campus Job Board,Masters,1,Campus
942116,Account Executive,Sales,New Application,12/1/18,Agency,Bachelors,5,Experienced
943412,Associate Software Developer,Engineering,New Application,2/9/18,Campus Job Board,Masters,1,Campus
944709,Associate Software Developer,Engineering,In-House Interview,10/18/16,Career Fair,PhD,2,Campus
946007,Associate Software Developer,Engineering,In-House Interview,9/26/17,Career Fair,Bachelors,0,Campus
947306,Associate Relationship Manager,Sales,New Application,2/6/18,Campus Job Board,Bachelors,0,Campus
948606,Associate Relationship Manager,Sales,New Application,2/20/18,Campus Job Board,Masters,0,Campus
949907,Sr. Customer Service Operations Associate,Operations,In-House Interview,5/1/16,Outsourced,Bachelors,12,Experienced
951209,Financial Analyst,Finance,In-House Interview,8/29/18,Career Fair,Bachelors,4,Campus
952512,Associate Relationship Manager,Sales,New Application,11/11/18,Advertisement,Masters,0,Campus
953816,Associate Relationship Manager,Sales,New Application,9/25/18,Campus Event,PhD,2,Campus
955121,Account Executive,Sales,New Application,11/2/18,Advertisement,Bachelors,8,Experienced
956427,Associate Relationship Manager,Sales,New Application,1/26/18,Campus Job Board,Bachelors,0,Campus
957734,Associate Software Developer,Engineering,New Application,9/29/18,Career Fair,Bachelors,0,Campus
959042,Associate Software Developer,Engineering,In-House Interview,2/2/18,Website,PhD,3,Campus
960351,Associate Software Developer,Engineering,In-House Interview,2/27/18,Campus Job Board,PhD,3,Campus
961661,Associate Relationship Manager,Sales,New Application,12/3/18,Campus Job Board,Masters,1,Campus
962972,Associate Relationship Manager,Sales,New Application,12/14/16,Advertisement,Bachelors,0,Campus
964284,Associate Software Developer,Engineering,New Application,9/13/18,Career Fair,Bachelors,0,Campus
965597,Associate Software Developer,Engineering,New Application,10/31/18,Campus Job Board,Masters,0,Campus
966911,Associate Product Manager,Product,New Application,12/11/18,Website,Bachelors,0,Campus
968226,Associate Relationship Manager,Sales,New Application,8/28/18,Campus Job Board,Bachelors,0,Campus
969542,Associate Software Developer,Engineering,In-House Interview,12/25/17,Advertisement,PhD,3,Campus
970859,Associate Software Developer,Engineering,New Application,9/30/18,Career Fair,PhD,0,Campus
972177,Associate Software Developer,Engineering,In-House Interview,12/14/16,Campus Job Board,Masters,0,Campus
973496,Sr. Customer Service Operations Associate,Operations,In-House Interview,3/17/18,Outsourced,Masters,10,Experienced
974816,Associate Product Manager,Product,New Application,10/27/17,Campus Job Board,Bachelors,0,Campus
976137,Associate Product Manager,Product,New Application,1/11/17,Campus Job Board,Bachelors,0,Campus
977459,Associate Relationship Manager,Sales,New Application,10/4/18,Campus Job Board,Bachelors,0,Campus
978782,Associate Relationship Manager,Sales,New Application,8/13/18,Campus Job Board,Bachelors,0,Campus
980106,Associate Relationship Manager,Sales,New Application,3/14/18,Campus Job Board,Masters,1,Campus
981431,Associate Product Manager,Product,In-House Interview,11/21/17,Campus Job Board,PhD,3,Campus
982757,Associate Relationship Manager,Sales,New Application,11/27/18,Campus Job Board,Bachelors,0,Campus
984084,Associate Software Developer,Engineering,New Application,8/18/18,Career Fair,Bachelors,0,Campus
985412,Associate Software Developer,Engineering,New Application,10/19/17,Campus Event,PhD,1,Campus
986741,Associate Relationship Manager,Sales,New Application,10/9/16,Campus Job Board,Bachelors,0,Campus
988071,Associate Software Developer,Engineering,New Application,12/22/17,Campus Event,PhD,0,Campus
989402,Associate Relationship Manager,Sales,New Application,10/21/16,Campus Job Board,Masters,1,Campus
990734,Associate Software Developer,Engineering,New Application,2/23/18,Campus Job Board,PhD,0,Campus
992067,Sr. Business Analyst,IT,New Application,6/19/16,Agency,Bachelors,15,Experienced
993401,Associate Relationship Manager,Sales,New Application,11/27/18,Campus Job Board,Bachelors,0,Campus
994736,Associate Relationship Manager,Sales,In-House Interview,1/7/18,Website,Masters,0,Campus
996072,Associate Product Manager,Product,New Application,10/9/18,Campus Job Board,Bachelors,0,Campus
997409,Associate Relationship Manager,Sales,New Application,12/22/17,Campus Job Board,Masters,0,Campus
998747,Associate Software Developer,Engineering,New Application,1/28/16,Campus Job Board,PhD,1,Campus
1000086,Account Executive,Sales,In-House Interview,12/9/17,Career Fair,Bachelors,3,Experienced
1001426,Business Operations Manager,Operations,In-House Interview,4/12/18,Advertisement,Bachelors,5,Experienced
1002767,Associate Relationship Manager,Sales,New Application,3/20/18,Campus Job Board,Masters,0,Campus
1004109,Associate Software Developer,Engineering,New Application,10/3/17,Career Fair,Bachelors,0,Campus
1005452,Associate Relationship Manager,Sales,New Application,3/9/17,Campus Job Board,PhD,2,Campus
1006796,Finance Manager,Finance,New Application,7/20/17,Website,Bachelors,5,Experienced
1008141,Associate Software Developer,Engineering,New Application,12/3/16,Campus Event,PhD,0,Campus
1009487,Associate Relationship Manager,Sales,New Application,11/8/18,Campus Event,Bachelors,0,Campus
1010834,Associate Relationship Manager,Sales,New Application,8/21/18,Career Fair,Bachelors,0,Campus
1012182,Sr. Business Analyst,IT,New Application,6/16/17,Website,PhD,9,Experienced
1013531,Associate Software Developer,Engineering,New Application,3/21/17,Advertisement,Bachelors,0,Campus
1014881,Associate Software Developer,Engineering,New Application,11/15/16,Campus Event,PhD,1,Campus
1016232,Associate Product Manager,Product,New Application,10/30/17,Advertisement,Bachelors,0,Campus
1017584,Associate Software Developer,Engineering,New Application,2/24/16,Campus Event,PhD,2,Campus
1018937,Associate Software Developer,Engineering,In-House Interview,9/22/17,Campus Event,PhD,2,Campus
1020291,Associate Relationship Manager,Sales,New Application,2/17/17,Campus Job Board,Bachelors,0,Campus
1021646,Associate Product Manager,Product,In-House Interview,9/26/17,Campus Job Board,Bachelors,0,Campus
1023002,Associate Relationship Manager,Sales,New Application,10/18/17,Campus Job Board,Bachelors,0,Campus
1024359,Associate Relationship Manager,Sales,New Application,1/23/18,Advertisement,Bachelors,0,Campus
1025717,Associate Relationship Manager,Sales,New Application,11/24/18,Campus Job Board,Masters,0,Campus
1027076,Associate Software Developer,Engineering,New Application,9/26/18,Career Fair,Bachelors,0,Campus
1028436,Associate Relationship Manager,Sales,New Application,1/31/18,Campus Job Board,Bachelors,0,Campus
1029797,Associate Software Developer,Engineering,In-House Interview,12/1/17,Campus Event,PhD,2,Campus
1031159,Associate Software Developer,Engineering,New Application,8/30/18,Advertisement,PhD,1,Campus
1032522,Associate Relationship Manager,Sales,New Application,2/14/18,Campus Job Board,Bachelors,0,Campus
1033886,Associate Relationship Manager,Sales,New Application,2/27/18,Website,Masters,1,Campus
1035251,Business Operations Manager,Operations,In-House Interview,6/26/17,Agency,PhD,5,Experienced
1036617,Associate Relationship Manager,Sales,New Application,1/1/18,Campus Job Board,Bachelors,0,Campus
1037984,Finance Manager,Finance,In-House Interview,8/4/17,Agency,Bachelors,4,Experienced
1039352,Associate Relationship Manager,Sales,New Application,9/16/16,Advertisement,Bachelors,0,Campus
1040721,Associate Relationship Manager,Sales,New Application,1/10/18,Campus Job Board,Bachelors,0,Campus
1042091,Associate Software Developer,Engineering,In-House Interview,9/10/18,Campus Event,PhD,2,Campus
1043462,Associate Product Manager,Product,In-House Interview,10/2/16,Advertisement,PhD,2,Campus
1044834,Associate Relationship Manager,Sales,New Application,2/17/16,Campus Job Board,Bachelors,0,Campus
1046207,Associate Software Developer,Engineering,New Application,3/8/16,Advertisement,Bachelors,0,Campus
1047581,Business Operations Manager,Operations,In-House Interview,5/29/17,Agency,Masters,8,Experienced
1048956,Associate Product Manager,Product,In-House Interview,1/14/17,Advertisement,PhD,0,Campus
1050332,Associate Relationship Manager,Sales,New Application,8/10/18,Campus Event,Bachelors,0,Campus
1051709,Associate Software Developer,Engineering,New Application,3/23/18,Website,PhD,0,Campus
1053087,Associate Relationship Manager,Sales,New Application,9/23/16,Campus Job Board,Masters,0,Campus
1054466,Associate Product Manager,Product,In-House Interview,10/18/16,Career Fair,PhD,1,Campus
1055846,Business Operations Manager,Operations,New Application,3/4/18,Advertisement,Bachelors,6,Experienced
1057227,Associate Product Manager,Product,In-House Interview,10/7/16,Career Fair,PhD,2,Campus
1058609,Associate Product Manager,Product,New Application,11/23/16,Campus Job Board,Bachelors,0,Campus
1059992,Associate Software Developer,Engineering,In-House Interview,2/6/18,Website,PhD,0,Campus
1061376,Associate Software Developer,Engineering,New Application,12/1/16,Campus Job Board,Bachelors,0,Campus
1062761,Associate Product Manager,Product,New Application,11/5/17,Campus Job Board,Bachelors,0,Campus
1064147,Associate Software Developer,Engineering,New Application,1/10/16,Advertisement,Bachelors,0,Campus
1065534,Associate Relationship Manager,Sales,New Application,10/3/18,Campus Event,Bachelors,0,Campus
1066922,Associate Software Developer,Engineering,New Application,9/5/17,Career Fair,Bachelors,0,Campus
1068311,Sr. Customer Service Operations Associate,Operations,New Application,9/25/18,Outsourced,Bachelors,9,Experienced
1069701,Associate Software Developer,Engineering,In-House Interview,9/15/17,Advertisement,Masters,3,Campus
1071092,Associate Relationship Manager,Sales,New Application,12/27/18,Advertisement,Bachelors,0,Campus
1072484,Associate Relationship Manager,Sales,New Application,9/11/18,Campus Event,Bachelors,0,Campus
1073877,Associate Product Manager,Product,New Application,1/30/17,Campus Job Board,PhD,2,Campus
1075271,Financial Analyst,Finance,New Application,9/22/18,Campus Job Board,Masters,1,Campus
1076666,Associate Relationship Manager,Sales,New Application,11/5/17,Campus Job Board,Bachelors,0,Campus
1078062,Associate Relationship Manager,Sales,New Application,12/17/18,Campus Job Board,Masters,1,Campus
1079459,Associate Relationship Manager,Sales,In-House Interview,10/14/18,Campus Job Board,Bachelors,0,Campus
1080857,Associate Software Developer,Engineering,In-House Interview,11/7/16,Campus Job Board,PhD,1,Campus
1082256,Associate Product Manager,Product,New Application,12/11/17,Campus Job Board,Masters,1,Campus
1083656,Associate Software Developer,Engineering,New Application,10/23/16,Career Fair,Masters,1,Campus
1085057,Associate Software Developer,Engineering,In-House Interview,9/21/16,Campus Event,PhD,2,Campus
1086459,Associate Software Developer,Engineering,New Application,2/16/16,Campus Job Board,Masters,1,Campus
1087862,Sr. Business Analyst,IT,New Application,6/8/16,Career Fair,Bachelors,15,Experienced
1089266,Associate Relationship Manager,Sales,New Application,12/28/17,Campus Job Board,Bachelors,0,Campus
1090671,Associate Software Developer,Engineering,In-House Interview,8/22/18,Campus Event,PhD,0,Campus
1092077,Associate Software Developer,Engineering,New Application,8/21/18,Career Fair,Bachelors,0,Campus
1093484,Associate Relationship Manager,Sales,New Application,8/3/18,Campus Event,Bachelors,0,Campus
1094892,Associate Product Manager,Product,New Application,12/29/18,Campus Event,Bachelors,0,Campus
1096301,Sr. Product Manager,Product,In-House Interview,3/26/18,Website,Bachelors,4,Experienced
1097711,Account Executive,Sales,New Application,10/6/17,Website,Bachelors,8,Experienced
1099122,Associate Relationship Manager,Sales,In-House Interview,2/28/16,Campus Job Board,JD,0,Campus
1100534,Associate Relationship Manager,Sales,New Application,3/4/16,Advertisement,Bachelors,0,Campus
1101947,Associate Product Manager,Product,New Application,8/27/18,Campus Job Board,Bachelors,0,Campus
1103361,Associate Product Manager,Product,New Application,11/21/18,Campus Event,Bachelors,0,Campus
1104776,Associate Relationship Manager,Sales,In-House Interview,8/13/18,Career Fair,Masters,1,Campus
1106192,Associate Relationship Manager,Sales,New Application,10/1/18,Campus Event,Bachelors,0,Campus
1107609,Associate Software Developer,Engineering,New Application,1/19/17,Campus Job Board,Bachelors,0,Campus
1109027,Associate Relationship Manager,Sales,New Application,9/25/16,Campus Job Board,Bachelors,0,Campus
1110446,Sr. Product Manager,Product,In-House Interview,9/9/18,Website,Bachelors,8,Experienced
1111866,Associate Relationship Manager,Sales,New Application,8/14/18,Campus Job Board,Bachelors,0,Campus
1113287,Associate Product Manager,Product,In-House Interview,10/12/17,Campus Job Board,Masters,1,Campus
1114709,Associate Relationship Manager,Sales,New Application,1/31/17,Campus Job Board,Masters,0,Campus
1116132,Associate Software Developer,Engineering,New Application,10/2/16,Advertisement,Bachelors,0,Campus
1117556,Associate Software Developer,Engineering,New Application,1/18/16,Campus Job Board,Bachelors,0,Campus
1118981,Associate Product Manager,Product,New Application,1/9/18,Campus Job Board,Masters,0,Campus
1120407,Associate Software Developer,Engineering,In-House Interview,10/23/16,Campus Event,PhD,0,Campus
1121834,Finance Manager,Finance,New Application,6/27/17,Website,PhD,5,Experienced
1123262,Associate Product Manager,Product,New Application,9/26/17,Career Fair,Bachelors,0,Campus
1124691,Associate Product Manager,Product,New Application,1/25/17,Campus Job Board,Masters,0,Campus
1126121,Associate Software Developer,Engineering,New Application,9/22/18,Career Fair,Bachelors,0,Campus
1127552,Associate Software Developer,Engineering,In-House Interview,9/19/17,Campus Event,PhD,2,Campus
1128984,Business Operations Manager,Operations,New Application,1/12/16,Website,Bachelors,8,Experienced
1130417,Associate Software Developer,Engineering,New Application,3/23/16,Website,PhD,2,Campus
1131851,Associate Software Developer,Engineering,New Application,10/12/18,Campus Job Board,Masters,1,Campus
1133286,Associate Software Developer,Engineering,In-House Interview,12/26/17,Campus Job Board,PhD,0,Campus
1134722,Associate Relationship Manager,Sales,New Application,12/3/18,Campus Event,Masters,1,Campus
1136159,Associate Product Manager,Product,New Application,8/12/18,Campus Job Board,Bachelors,0,Campus
1137597,Associate Software Developer,Engineering,In-House Interview,11/12/18,Campus Event,PhD,0,Campus
1139036,Associate Software Developer,Engineering,New Application,10/28/17,Campus Job Board,Masters,1,Campus
1140476,Sr. Customer Service Operations Associate,Operations,In-House Interview,8/27/16,Outsourced,Masters,14,Experienced
1141917,Associate Relationship Manager,Sales,New Application,11/6/17,Campus Event,Bachelors,0,Campus
1143359,Associate Software Developer,Engineering,New Application,8/15/18,Campus Job Board,Masters,0,Campus
1144802,Associate Product Manager,Product,New Application,11/9/18,Campus Job Board,Bachelors,0,Campus
1146246,Sr. Software Engineer,Engineering,New Application,5/12/18,Career Fair,PhD,10,Experienced
1147691,Business Operations Manager,Operations,New Application,2/3/17,Internal Referral,Bachelors,4,Experienced
1149137,Associate Relationship Manager,Sales,New Application,2/24/18,Campus Job Board,Bachelors,0,Campus
1150584,Associate Product Manager,Product,New Application,11/27/18,Campus Job Board,Bachelors,0,Campus
1152032,Associate Relationship Manager,Sales,New Application,9/3/18,Campus Event,Bachelors,0,Campus
1153481,Associate Software Developer,Engineering,New Application,11/11/17,Career Fair,Bachelors,0,Campus
1154931,Associate Software Developer,Engineering,New Application,12/13/17,Campus Job Board,Masters,1,Campus
1156382,Associate Product Manager,Product,New Application,11/16/18,Campus Job Board,Bachelors,0,Campus
1157834,Sr. Business Analyst,IT,New Application,6/9/16,Agency,Bachelors,13,Experienced
1159287,Associate Relationship Manager,Sales,New Application,10/21/17,Website,Bachelors,0,Campus
1160741,Associate Software Developer,Engineering,New Application,12/28/16,Website,Masters,1,Campus
1162196,Sr. Software Engineer,Engineering,In-House Interview,4/3/18,Agency,Masters,15,Experienced
1163652,Associate Software Developer,Engineering,New Application,10/28/17,Campus Job Board,Bachelors,0,Campus
1165109,Associate Product Manager,Product,New Application,2/8/16,Campus Job Board,Bachelors,0,Campus
1166567,Associate Software Developer,Engineering,New Application,11/12/17,Campus Event,PhD,3,Campus
1168026,Associate Software Developer,Engineering,New Application,8/3/18,Campus Event,PhD,2,Campus
1169486,Associate Software Developer,Engineering,New Application,3/16/17,Advertisement,Bachelors,0,Campus
1170947,Associate Relationship Manager,Sales,New Application,12/17/16,Career Fair,Bachelors,0,Campus
1172409,Associate Software Developer,Engineering,New Application,9/30/16,Campus Job Board,PhD,2,Campus
1173872,Associate Software Developer,Engineering,In-House Interview,9/28/16,Campus Event,PhD,0,Campus
1175336,Associate Software Developer,Engineering,New Application,1/18/17,Campus Event,PhD,3,Campus
1176801,Associate Software Developer,Engineering,In-House Interview,8/20/18,Campus Event,PhD,1,Campus
1178267,Sr. Software Engineer,Engineering,In-House Interview,5/9/18,Agency,PhD,11,Experienced
1179734,Associate Relationship Manager,Sales,New Application,9/4/16,Campus Job Board,Bachelors,0,Campus
1181202,Associate Software Developer,Engineering,New Application,1/10/16,Campus Job Board,Masters,0,Campus
1182671,Associate Software Developer,Engineering,New Application,11/4/18,Campus Job Board,Masters,1,Campus
1184141,Sr. Business Analyst,IT,In-House Interview,6/1/16,Website,Masters,10,Experienced
1185612,Associate Software Developer,Engineering,In-House Interview,9/26/18,Campus Event,PhD,2,Campus
1187084,Business Operations Manager,Operations,In-House Interview,6/10/16,Website,Masters,6,Experienced
1188557,Associate Software Developer,Engineering,New Application,11/16/16,Campus Job Board,Masters,0,Campus
1190031,Associate Software Developer,Engineering,New Application,1/20/17,Campus Job Board,Bachelors,0,Campus
1191506,Finance Manager,Finance,New Application,6/9/17,Website,Bachelors,7,Experienced
1192982,Associate Relationship Manager,Sales,New Application,3/8/18,Campus Job Board,Bachelors,0,Campus
1194459,Associate Relationship Manager,Sales,New Application,9/26/17,Career Fair,Bachelors,0,Campus
1195937,Associate Software Developer,Engineering,New Application,12/7/16,Career Fair,Bachelors,0,Campus
1197416,Associate Relationship Manager,Sales,New Application,8/30/18,Website,Bachelors,0,Campus
1198896,Sr. Customer Service Operations Associate,Operations,New Application,11/3/16,Outsourced,Masters,10,Experienced
1200377,Associate Product Manager,Product,New Application,11/29/16,Website,Masters,1,Campus
1201859,Associate Product Manager,Product,New Application,8/14/18,Campus Job Board,Bachelors,0,Campus
1203342,Associate Relationship Manager,Sales,New Application,3/23/18,Campus Job Board,Masters,0,Campus
1204826,Associate Relationship Manager,Sales,In-House Interview,8/17/18,Advertisement,Masters,0,Campus
1206311,Associate Relationship Manager,Sales,New Application,10/13/18,Career Fair,Masters,1,Campus
1207797,Account Executive,Sales,New Application,2/25/18,Website,Phd,7,Experienced
1209284,Associate Relationship Manager,Sales,New Application,10/25/18,Campus Event,Bachelors,0,Campus
1210772,Associate Relationship Manager,Sales,New Application,12/8/16,Career Fair,Masters,1,Campus
1212261,Associate Product Manager,Product,New Application,1/8/18,Campus Job Board,Bachelors,0,Campus
1213751,Associate Relationship Manager,Sales,In-House Interview,1/26/16,Campus Event,Masters,1,Campus
1215242,Associate Software Developer,Engineering,New Application,11/29/18,Campus Job Board,Masters,1,Campus
1216734,Sr. Customer Service Operations Associate,Operations,New Application,8/30/17,Outsourced,Bachelors,8,Experienced
1218227,Associate Product Manager,Product,New Application,11/3/17,Career Fair,Bachelors,0,Campus
1219721,Associate Product Manager,Product,New Application,1/30/18,Campus Job Board,Masters,1,Campus
1221216,Sr. Customer Service Operations Associate,Operations,In-House Interview,7/19/16,Outsourced,Bachelors,11,Experienced
1222712,Associate Relationship Manager,Sales,New Application,10/1/17,Campus Event,Bachelors,0,Campus
1224209,Associate Software Developer,Engineering,New Application,2/2/17,Campus Job Board,Masters,1,Campus
1225707,Associate Relationship Manager,Sales,New Application,2/12/17,Website,Bachelors,0,Campus
1227206,Sr. Business Analyst,IT,New Application,3/7/17,Website,PhD,14,Experienced
1228706,Associate Relationship Manager,Sales,New Application,12/6/18,Advertisement,Masters,0,Campus
1230207,Associate Relationship Manager,Sales,New Application,2/19/17,Campus Job Board,Bachelors,0,Campus
1231709,Associate Relationship Manager,Sales,New Application,11/5/16,Campus Job Board,Bachelors,0,Campus
1233212,Associate Relationship Manager,Sales,New Application,10/8/16,Campus Job Board,Bachelors,0,Campus
1234716,Associate Relationship Manager,Sales,New Application,9/12/18,Advertisement,Bachelors,0,Campus
1236221,Associate Product Manager,Product,New Application,12/27/18,Website,Bachelors,0,Campus
1237727,Associate Relationship Manager,Sales,New Application,2/21/16,Campus Job Board,Bachelors,0,Campus
1239234,Associate Relationship Manager,Sales,New Application,10/8/18,Campus Event,Masters,0,Campus
1240742,Associate Relationship Manager,Sales,In-House Interview,11/17/16,Website,Masters,3,Campus
1242251,Associate Software Developer,Engineering,New Application,11/1/17,Career Fair,Bachelors,0,Campus
1243761,Account Executive,Sales,New Application,8/27/18,Career Fair,Bachelors,8,Experienced
1245272,IT Analyst,IT,New Application,10/15/17,Career Fair,Bachelors,0,Campus
1246784,Associate Product Manager,Product,New Application,3/17/17,Campus Job Board,Bachelors,0,Campus
1248297,Associate Product Manager,Product,New Application,11/11/17,Campus Job Board,Bachelors,0,Campus
1249811,Associate Relationship Manager,Sales,New Application,8/21/18,Advertisement,Masters,1,Campus
1251326,Associate Software Developer,Engineering,In-House Interview,1/30/16,Campus Event,PhD,2,Campus
1252842,Associate Software Developer,Engineering,In-House Interview,11/1/18,Campus Job Board,Bachelors,0,Campus
1254359,Associate Relationship Manager,Sales,New Application,9/3/18,Career Fair,Bachelors,0,Campus
1255877,Business Operations Manager,Operations,In-House Interview,7/22/16,Career Fair,Bachelors,7,Experienced
1257396,Associate Software Developer,Engineering,New Application,2/6/18,Website,Masters,0,Campus
1258916,Associate Software Developer,Engineering,New Application,10/27/18,Campus Event,PhD,0,Campus
1260437,Associate Relationship Manager,Sales,New Application,9/19/16,Campus Job Board,Bachelors,0,Campus
1261959,Associate Software Developer,Engineering,New Application,12/22/17,Advertisement,Bachelors,0,Campus
1263482,Associate Software Developer,Engineering,In-House Interview,2/25/18,Website,PhD,0,Campus
1265006,Associate Relationship Manager,Sales,New Application,8/21/18,Campus Event,Bachelors,0,Campus
1266531,Associate Software Developer,Engineering,New Application,12/28/17,Campus Job Board,Masters,1,Campus
1268057,Associate Product Manager,Product,New Application,8/30/18,Campus Job Board,Bachelors,0,Campus
1269584,IT Analyst,IT,New Application,8/20/17,Website,PhD,3,Campus
1271112,Associate Relationship Manager,Sales,In-House Interview,1/6/18,Website,Bachelors,0,Campus
1272641,Associate Relationship Manager,Sales,New Application,11/12/17,Campus Job Board,Bachelors,0,Campus
1274171,Associate Software Developer,Engineering,New Application,3/4/17,Advertisement,PhD,2,Campus
1275702,Associate Relationship Manager,Sales,New Application,8/4/18,Campus Job Board,Masters,1,Campus
1277234,Associate Relationship Manager,Sales,New Application,10/11/16,Campus Job Board,Masters,0,Campus
1278767,Associate Relationship Manager,Sales,New Application,3/30/16,Campus Job Board,Bachelors,0,Campus
1280301,UX Designer,Product,New Application,1/20/17,Agency,Bachelors,4,Experienced
1281836,Associate Product Manager,Product,New Application,11/5/18,Campus Job Board,Bachelors,0,Campus
1283372,Associate Relationship Manager,Sales,New Application,8/5/18,Campus Job Board,Bachelors,0,Campus
1284909,Associate Software Developer,Engineering,New Application,3/2/16,Advertisement,Bachelors,0,Campus
1286447,Associate Relationship Manager,Sales,New Application,9/13/18,Campus Job Board,Masters,1,Campus
1287986,Associate Relationship Manager,Sales,New Application,12/1/17,Website,Masters,0,Campus
1289526,Associate Software Developer,Engineering,New Application,2/1/17,Campus Job Board,Masters,1,Campus
1291067,Associate Relationship Manager,Sales,New Application,2/23/18,Campus Job Board,Masters,1,Campus
1292609,Associate Product Manager,Product,New Application,3/23/18,Campus Job Board,Bachelors,0,Campus
1294152,Sr. Business Analyst,IT,New Application,7/21/17,Career Fair,Bachelors,8,Experienced
1295696,Associate Relationship Manager,Sales,New Application,3/8/18,Campus Job Board,Masters,1,Campus
1297241,Associate Relationship Manager,Sales,New Application,1/7/17,Campus Job Board,Masters,1,Campus
1298787,Associate Relationship Manager,Sales,In-House Interview,10/11/18,Website,Masters,0,Campus
1300334,IT Analyst,IT,New Application,10/9/17,Website,PhD,0,Campus
1301882,Associate Product Manager,Product,New Application,8/8/18,Career Fair,Masters,1,Campus
1303431,Business Operations Manager,Operations,In-House Interview,1/21/18,Career Fair,Bachelors,4,Experienced
1304981,Associate Product Manager,Product,New Application,11/12/17,Campus Event,Masters,1,Campus
1306532,Sr. Software Engineer,Engineering,In-House Interview,6/4/18,Career Fair,PhD,12,Experienced
1308084,Associate Relationship Manager,Sales,New Application,10/18/16,Campus Event,Masters,0,Campus
1309637,Associate Software Developer,Engineering,New Application,3/4/18,Campus Job Board,PhD,2,Campus
1311191,Associate Relationship Manager,Sales,New Application,9/15/17,Advertisement,Masters,0,Campus
1312746,Associate Software Developer,Engineering,New Application,9/17/16,Campus Event,PhD,0,Campus
1314302,Associate Relationship Manager,Sales,New Application,9/22/18,Career Fair,Bachelors,0,Campus
1315859,Associate Software Developer,Engineering,New Application,9/30/18,Career Fair,Bachelors,0,Campus
1317417,Associate Software Developer,Engineering,New Application,11/20/16,Career Fair,PhD,2,Campus
1318976,Associate Relationship Manager,Sales,New Application,8/25/18,Campus Event,Masters,0,Campus
1320536,Sr. Software Engineer,Engineering,In-House Interview,2/5/18,Agency,Bachelors,11,Experienced
1322097,Associate Product Manager,Product,New Application,10/2/18,Career Fair,Bachelors,0,Campus
1323659,Associate Relationship Manager,Sales,In-House Interview,2/15/18,Campus Job Board,Masters,0,Campus
1325222,Associate Relationship Manager,Sales,New Application,3/17/17,Campus Job Board,Bachelors,0,Campus
1326786,Business Operations Manager,Operations,In-House Interview,9/2/16,Advertisement,Masters,7,Experienced
1328351,Associate Software Developer,Engineering,New Application,9/23/16,Career Fair,Bachelors,0,Campus
1329917,Associate Software Developer,Engineering,New Application,9/4/18,Career Fair,Bachelors,0,Campus
1331484,Associate Software Developer,Engineering,New Application,2/9/16,Campus Job Board,Masters,1,Campus
1333052,Associate Relationship Manager,Sales,New Application,10/10/18,Campus Event,Bachelors,0,Campus
1334621,Associate Software Developer,Engineering,New Application,8/2/18,Career Fair,Bachelors,0,Campus
1336191,Associate Product Manager,Product,New Application,2/17/18,Campus Job Board,Bachelors,0,Campus
1337762,Account Executive,Sales,New Application,8/18/18,Advertisement,Bachelors,6,Experienced
1339334,Associate Software Developer,Engineering,In-House Interview,9/3/16,Career Fair,PhD,1,Campus
1340907,Financial Analyst,Finance,New Application,10/19/18,Campus Job Board,PhD,2,Campus
1342481,Associate Relationship Manager,Sales,In-House Interview,11/17/18,Campus Job Board,Bachelors,0,Campus
1344056,Associate Software Developer,Engineering,New Application,1/1/17,Career Fair,Bachelors,0,Campus
1345632,Associate Software Developer,Engineering,New Application,12/22/16,Campus Event,PhD,1,Campus
1347209,Associate Product Manager,Product,New Application,2/27/16,Website,Bachelors,0,Campus
1348787,Associate Relationship Manager,Sales,New Application,3/24/18,Campus Job Board,Masters,1,Campus
1350366,Sr. Software Engineer,Engineering,New Application,5/8/18,Agency,Masters,10,Experienced
1351946,Associate Software Developer,Engineering,New Application,1/20/18,Website,PhD,1,Campus
1353527,Sr. Customer Service Operations Associate,Operations,New Application,3/25/16,Outsourced,Masters,10,Experienced
1355109,IT Analyst,IT,New Application,8/29/17,Campus Job Board,Masters,1,Campus
1356692,Associate Software Developer,Engineering,New Application,10/9/17,Career Fair,Masters,1,Campus
1358276,Business Operations Manager,Operations,In-House Interview,8/27/17,Career Fair,Masters,8,Experienced
1359861,Associate Software Developer,Engineering,New Application,10/20/18,Career Fair,Bachelors,0,Campus
1361447,Associate Software Developer,Engineering,In-House Interview,9/24/18,Campus Event,PhD,0,Campus
1363034,IT Analyst,IT,New Application,9/11/17,Advertisement,PhD,2,Campus
